158	1
159	2
160	3
161	4
162	4
159	5
163	6
164	6
165	7
166	8
167	8
168	9
169	10
170	11
171	11
166	11
172	11
173	11
174	11
175	11
176	11
177	11
178	11
166	11
179	11
180	11
181	11
167	11
182	11
170	12
183	13
184	13
185	13
186	13
187	13
188	13
189	13
190	13
159	14
160	15
183	16
191	16
192	16
193	17
194	17
195	18
196	19
197	19
198	19
199	19
200	20
200	20
201	21
202	22
163	22
203	23
204	24
205	25
165	26
206	26
207	26
165	27
207	27
170	28
166	28
179	28
180	28
181	28
167	28
208	28
182	28
209	28
210	28
198	28
211	28
212	28
183	28
184	28
185	28
186	28
187	28
188	28
189	28
190	28
168	28
213	28
214	28
215	28
216	28
170	29
166	29
179	29
180	29
181	29
167	29
208	29
182	29
206	27
165	30
206	30
207	30
165	31
206	31
207	31
159	32
217	33
160	33
198	33
218	33
211	33
163	33
202	33
166	34
179	34
180	34
181	34
167	34
182	34
219	35
220	35
208	36
163	37
221	38
222	38
223	38
224	38
225	38
221	38
222	38
223	38
224	38
225	38
168	39
180	40
159	40
159	41
221	42
222	42
223	42
224	42
225	42
226	43
219	44
220	44
227	45
228	45
229	45
230	45
231	45
160	46
221	47
222	47
223	47
224	47
225	47
170	48
232	49
215	49
232	49
226	49
227	49
228	49
229	49
230	49
233	49
231	49
160	49
234	50
202	51
202	52
202	53
202	54
202	55
166	56
179	56
180	56
181	56
167	56
182	56
166	57
179	57
180	57
181	57
167	57
182	57
202	58
235	59
236	59
214	59
237	59
238	59
239	59
183	60
184	60
185	60
186	60
187	60
188	60
189	60
190	60
240	61
241	61
195	62
198	63
218	63
211	63
227	64
228	64
229	64
230	64
231	64
227	65
228	65
229	65
230	65
231	65
189	66
159	67
209	68
183	11
190	11
192	11
168	11
242	11
209	11
171	11
183	69
190	69
192	69
168	69
242	69
209	69
171	69
215	70
186	49
210	40
175	40
221	40
222	40
223	40
224	40
243	40
208	14
234	14
214	59
201	71
208	71
234	71
191	72
191	73
239	72
239	73
163	51
163	49
163	70
159	74
244	47
244	75
244	25
245	76
191	77
191	59
239	77
239	59
195	18
246	59
247	78
236	79
160	80
160	15
208	81
234	81
198	82
198	83
198	49
214	84
206	85
248	85
202	28
214	59
236	59
217	59
160	59
209	68
249	18
250	18
249	61
250	61
159	86
251	78
252	78
253	78
254	78
159	87
159	88
255	49
256	89
257	89
206	89
248	89
207	89
163	89
258	89
159	90
180	29
179	29
259	29
163	33
227	28
227	91
159	40
260	92
261	92
260	93
261	93
260	11
261	11
158	11
262	49
263	49
163	94
232	36
232	49
168	95
192	95
242	95
209	95
158	7
166	28
180	28
181	28
162	58
166	58
187	96
264	96
160	96
217	96
194	97
166	14
167	14
179	14
180	14
181	14
182	14
170	14
265	20
265	98
265	99
160	100
260	101
242	33
159	33
266	102
169	10
267	10
183	103
184	103
185	103
186	103
187	103
188	103
189	103
190	103
215	104
226	104
268	104
269	18
207	30
256	30
257	30
214	7
257	105
246	59
187	12
270	12
271	12
272	12
273	12
254	12
267	12
169	12
203	12
164	12
251	12
274	12
275	12
276	12
277	12
278	12
229	12
279	12
215	12
268	12
226	12
280	12
281	12
282	12
283	12
284	12
285	12
258	12
286	12
287	12
288	12
289	12
290	12
159	67
262	67
291	106
291	61
193	107
194	107
214	84
215	104
226	104
268	104
292	108
293	109
183	103
184	103
185	103
186	103
187	103
188	103
189	103
190	103
214	7
214	59
166	28
167	28
174	28
170	28
171	28
178	28
166	28
198	7
218	7
294	10
294	41
233	110
228	110
229	110
230	110
159	67
210	96
228	61
229	61
230	61
233	61
295	111
221	38
222	38
223	38
224	38
210	112
210	113
176	14
177	14
173	14
174	14
172	14
160	114
230	115
296	33
183	66
184	66
185	66
186	66
187	66
188	66
189	66
190	66
160	33
165	116
228	116
229	116
230	116
297	33
298	117
214	33
299	118
166	95
179	95
180	95
167	95
300	95
301	95
302	28
302	64
230	64
230	119
230	120
227	64
227	119
227	120
285	29
240	33
241	33
303	121
304	121
305	121
306	121
191	122
184	33
191	123
239	123
159	2
165	63
228	124
229	124
230	124
166	33
159	33
291	33
202	33
237	49
200	49
237	59
200	59
237	20
200	20
307	59
218	28
280	125
216	125
308	125
161	125
309	2
198	2
214	59
310	126
311	126
248	126
255	33
160	127
189	128
214	129
235	129
214	64
235	64
272	51
160	130
217	67
191	131
239	131
159	132
293	132
236	48
312	133
313	134
313	135
314	67
214	59
235	59
236	59
228	97
229	97
315	136
315	137
249	136
249	137
250	136
250	137
316	138
159	139
212	28
317	28
214	59
318	28
319	28
186	28
217	140
166	70
179	70
180	70
167	70
300	70
301	70
267	10
169	10
314	141
313	134
169	10
208	142
234	142
260	11
261	11
320	11
292	143
183	144
228	145
321	146
321	75
159	147
201	15
160	15
163	148
163	70
322	70
312	70
160	70
159	149
159	150
159	67
191	97
239	97
191	46
239	46
323	139
263	139
234	148
191	151
239	151
208	142
191	49
239	110
324	152
324	153
169	48
234	19
291	61
195	18
325	59
228	59
229	59
230	59
237	59
326	48
326	33
214	69
160	2
327	154
194	155
328	155
251	114
168	11
192	11
213	11
329	11
324	121
324	131
228	156
229	156
230	156
169	157
267	157
330	7
331	104
332	104
